Participant,Survey,Platform,File_date,Thirty_plus,Incomplete,Do_not_know,Correlation
R_3nqoYBDlxOjvcjg,List 1,Mturk,17-Jan-20,FALSE,0,0.15,0.236209704
R_2ANk2DbMBcgEUpI,List 1,Mturk,17-Jan-20,FALSE,0,0.002173913,0.065984743
R_22IX7dK41RCg9P7,List 1,Mturk,17-Jan-20,FALSE,0,0,0.353535866
R_3FRmAlEy2YIAThN,List 1,Mturk,17-Jan-20,FALSE,0,0,-0.01592779
R_3PSPKPyBWgzfjyg,List 1,Mturk,17-Jan-20,FALSE,0,0,-0.095860879
R_yvC1XIpfl81owV3,List 1,Mturk,17-Jan-20,FALSE,0,0,0.058093696
R_poZtdqDlriO1jJn,List 1,Mturk,17-Jan-20,FALSE,0,0.089130435,0.520335536
R_qEnyZ7dbZikaFq1,List 1,Mturk,17-Jan-20,FALSE,0,0.197826087,0.77624298
R_1hSkEF5QbxmLPJd,List 1,Mturk,17-Jan-20,FALSE,0,0.060869565,0.548181459
R_8jiUKPMb8mwkYCt,List 1,Mturk,17-Jan-20,FALSE,0,0.069565217,0.796022932
R_sNyUWaMJ6EmegG5,List 1,Mturk,17-Jan-20,FALSE,0,0.017391304,0.062332625
R_1ikTodUI67SiT8b,List 1,Mturk,17-Jan-20,FALSE,0,0.004347826,-0.1254674
R_117UwNi2VFcpWD7,List 1,Mturk,17-Jan-20,FALSE,0,0.065217391,0.889409127
R_2RPbkVOiU5GsjIq,List 1,Mturk,17-Jan-20,FALSE,0,0.004347826,0.150960012
R_2frNICSw0tIu6dI,List 1,Mturk,17-Jan-20,FALSE,0,0.008695652,0.583728463
R_2usL9tLz8kwW9u2,List 1,Mturk,17-Jan-20,FALSE,0,0,-0.319428894
R_1Kr5lILu4keDAdn,List 1,Mturk,17-Jan-20,FALSE,0,0.004347826,-0.046413409
R_27wbeFAhlR3CbdU,List 1,Mturk,17-Jan-20,FALSE,0,0.004347826,0.16663071
R_22D1xaEdbqhVZSg,List 1,Mturk,17-Jan-20,FALSE,0,0.02173913,0.895702977
R_wTrOtVYPzrGs8M1,List 1,Mturk,17-Jan-20,FALSE,0,0.002173913,0.193463815
R_2VeafRpEhnmBDvK,List 1,Mturk,17-Jan-20,FALSE,0,0,0.499963718
R_1dFZOKqpRsELPiG,List 1,Mturk,17-Jan-20,FALSE,0,0.07173913,0.8033206
R_1KjRwHr13Ckx5xH,List 1,Mturk,17-Jan-20,FALSE,0,0,0.188526588
R_AuMgb6MHFqkiQ9P,List 1,Mturk,17-Jan-20,FALSE,0,0.147826087,0.841045745
R_7WbJwmS3v7LB1hn,List 1,Mturk,17-Jan-20,FALSE,0,0.02173913,-0.049139604
R_2Xjj7v034jv1Vnb,List 1,Mturk,17-Jan-20,FALSE,0,0.05,0.640144196
R_PMcZtdcd54idYHf,List 1,Mturk,17-Jan-20,FALSE,0,0.054347826,-0.16367848
R_3j3g0sQwa1riZgR,List 1,Mturk,17-Jan-20,FALSE,0,0,0.50033951
R_uh9NrAyBKcobjH3,List 1,Mturk,17-Jan-20,FALSE,0,0.008695652,-0.040334905
R_3nq2BpblrEyj0Zs,List 1,Mturk,17-Jan-20,FALSE,0,0,-0.066570334
R_1mCx1n8mt1c0Xgn,List 1,Mturk,17-Jan-20,FALSE,0,0.191304348,0.936621411
R_vJ2LgsJDeHznLLH,List 1,Mturk,17-Jan-20,FALSE,0,0.017391304,-0.452100901
R_6GzQdh0mG4TSkq5,List 1,Mturk,17-Jan-20,FALSE,0,0.141304348,0.810189224
R_ufspJGuuee7VvLr,List 1,Mturk,17-Jan-20,FALSE,0,0.12826087,0.738148025
R_22RNIqJhqYUeupg,List 1,Mturk,17-Jan-20,FALSE,0,0.002173913,0.686399183
R_21nNoIWQXzz2jhj,List 1,Mturk,17-Jan-20,FALSE,0,0.006521739,-0.446001389
R_28M2MpxrZ5WZ0sY,List 1,Mturk,17-Jan-20,FALSE,0,0,0.3466008
R_1IRiJVLzxgpVmpn,List 1,Mturk,17-Jan-20,FALSE,0,0.097826087,0.82221518
R_dd8Zai5gkBkdyM1,List 1,Mturk,17-Jan-20,FALSE,0,0.07173913,0.804609225
R_2Et5scDnJDs0bpY,List 1,Mturk,17-Jan-20,FALSE,0,0.026086957,-0.302538433
R_6JOhKjndxDR1Jex,List 1,Mturk,17-Jan-20,FALSE,0,0,-0.400312783
R_1pFi30aD1AZkbpp,List 1,Mturk,17-Jan-20,FALSE,0,0,-0.19731488
R_1fjsZCZGUhq2fr1,List 1,Mturk,17-Jan-20,FALSE,0,0.047826087,0.810364918
R_3iqg2oxMVUiYDqO,List 1,Mturk,17-Jan-20,FALSE,0,0.180434783,0.219614726
R_eXQ31kOusv7oo4V,List 1,Mturk,17-Jan-20,FALSE,0,0.052173913,0.552476463
R_2wdknMP4ZIKl5YT,List 1,Mturk,17-Jan-20,FALSE,0,0.07173913,0.500671097
R_2wuEzd5kGwTH4iP,List 1,Mturk,17-Jan-20,FALSE,0,0.113043478,0.389435627
R_8pEV1rrSjLpSHZL,List 1,Mturk,17-Jan-20,FALSE,0,0,-0.168354596
R_1LdOFad8dTBFpUS,List 1,Mturk,17-Jan-20,FALSE,0,0,-0.093310522
R_3HgXZbPtBMupOvt,List 1,Mturk,17-Jan-20,FALSE,0,0.080434783,0.672019011
R_xhNbfasRz2qOkJr,List 1,Mturk,17-Jan-20,FALSE,0,0.147826087,0.774263036
R_5bSZS5kjEtMW9Wx,List 1,Mturk,17-Jan-20,FALSE,0,0.241304348,0.665758137
R_8wD2rMSU0X5VDDH,List 1,Mturk,17-Jan-20,FALSE,0,0.145652174,0.326702528
R_1l9qwTaBzxqPV9K,List 1,Mturk,17-Jan-20,FALSE,0,0.002173913,0.072498794
R_3Rxv3Pe814f4hmv,List 1,Mturk,17-Jan-20,FALSE,0,0.154347826,0.878939079
R_0IpIXpZcfcKyioV,List 1,Mturk,17-Jan-20,FALSE,0,0.139130435,0.388876252
R_2WDp61ph0zeGPsZ,List 1,Mturk,17-Jan-20,FALSE,0,0.126086957,0.202482656
R_2b42ZN92E9ZE2ZP,List 1,Mturk,17-Jan-20,FALSE,0,0.019565217,0.719587653
R_DPo44bdnmOiki7D,List 1,Mturk,17-Jan-20,TRUE,0,0,NA
R_2YLp9QXShQ0cQnX,List 1,Mturk,17-Jan-20,FALSE,0,0.267391304,0.859653903
R_3O1BiWLkys7bN1t,List 1,Mturk,17-Jan-20,FALSE,0,0,0.202682071
R_4U50jhm00KOVoyJ,List 1,Mturk,17-Jan-20,TRUE,1,0,NA
R_bPCDU1meLvrHyYp,List 1,Mturk,17-Jan-20,TRUE,1,0,NA
R_273DoDlCOlOWhf8,List 1,Mturk,17-Jan-20,TRUE,1,0,NA
R_eRNCaMyMxNmp1Qd,List 1,Mturk,17-Jan-20,TRUE,1,0,NA
R_1hWtYUHA2nFNWPz,List 1,Mturk,17-Jan-20,TRUE,0.804347826,0.010869565,NA
R_2dL4liAc6kdymbX,List 1,Mturk,17-Jan-20,TRUE,0.934782609,0.02173913,NA
R_1QzSD4n1ntSa0RJ,List 1,Mturk,17-Jan-20,TRUE,0.869565217,0.006521739,NA
R_0OZGVpN0rFMkdln,List 1,Mturk,17-Jan-20,TRUE,1,0,NA
R_3Dp7IxkRt89sB4O,List 1,Mturk,17-Jan-20,TRUE,1,0,NA
R_1MY6z8uVBREfj3p,List 1,Mturk,17-Jan-20,TRUE,0.673913043,0.030434783,NA
R_29mLVLnUQUZaBSv,List 1,Mturk,17-Jan-20,TRUE,0.804347826,0,NA
R_3ls79SnWRRZ8utt,List 1,Mturk,17-Jan-20,TRUE,0.869565217,0.002173913,NA
R_2VsxVzQptInFfDg,List 1,Mturk,17-Jan-20,TRUE,0.739130435,0.004347826,NA
R_oYRZkr2LTaNCaOZ,List 1,Mturk,17-Jan-20,TRUE,0.869565217,0.036956522,NA
R_0ibnc5WvTeJ2pIl,List 1,Mturk,17-Jan-20,TRUE,1,0,NA
R_24jk9FEVFCC6i7d,List 1,Mturk,17-Jan-20,FALSE,0.02173913,0.126086957,0.710595443
R_YRiz9vLsrjNamRj,List 1,Mturk,17-Jan-20,TRUE,0.086956522,0.082608696,NA
R_BRiBEhHxJBZXhFn,List 1,Mturk,17-Jan-20,TRUE,0.739130435,0,NA
R_3QDBdq9Lg7FECX2,List 1,Mturk,17-Jan-20,TRUE,0.543478261,0.045652174,NA
R_z2Ri5Q1NkYmrvGN,List 1,Mturk,17-Jan-20,TRUE,0.608695652,0,NA
R_28VhkxyzvlIMKqF,List 1,Mturk,17-Jan-20,TRUE,0.934782609,0.002173913,NA
R_xfSkFsMkV6tuqYh,List 1,Mturk,17-Jan-20,TRUE,0.804347826,0.047826087,NA
R_3KrnhIQ78439eZD,List 1,Mturk,17-Jan-20,TRUE,0.869565217,0.02173913,NA
R_bEMuCivxZksJ5UB,List 1,Mturk,17-Jan-20,TRUE,0.739130435,0.058695652,NA
R_231ZSHgVHozulZW,List 1,Mturk,17-Jan-20,TRUE,0.804347826,0.013043478,NA
R_9B0xhtGaSCFHby1,List 1,Mturk,17-Jan-20,TRUE,0.934782609,0.004347826,NA
R_uraO21pyfCgN5QZ,List 1,Mturk,17-Jan-20,TRUE,0.934782609,0.019565217,NA
R_Uz40j2M06h2b9NT,List 1,Mturk,17-Jan-20,TRUE,0.347826087,0.008695652,NA
R_2Uct7zWK7PR9roI,List 1,RPS,18-Mar-20,TRUE,0,0,NA
R_2ErWbJ5ofirpvuA,List 1,RPS,18-Mar-20,FALSE,0,0.306818182,0.771217488
R_1gMgWrKKyZQ1lc0,List 1,RPS,18-Mar-20,FALSE,0,0.038724374,0.690267743
R_1GWCmqLnEi0chZw,List 1,RPS,18-Mar-20,FALSE,0,0.143181818,-0.010454893
R_rlkPyaSpgJpOYnf,List 1,RPS,18-Mar-20,FALSE,0,0.281818182,0.811814596
R_2UbIFW0C7dzlTzA,List 1,RPS,18-Mar-20,FALSE,0,0.243735763,0.751290419
R_3315xYp2LoAMXjZ,List 1,RPS,18-Mar-20,FALSE,0,0.086363636,0.697467789
R_3qm48WFAEE38Y2h,List 1,RPS,18-Mar-20,FALSE,0.002272727,0.290909091,0.742686101
R_2E0j9ClD45DXjRS,List 1,RPS,18-Mar-20,FALSE,0.002272727,0.188636364,-0.38320474
R_1mVg4kRIzYgiaDH,List 1,RPS,18-Mar-20,FALSE,0,0.202272727,0.746647312
R_24vBpREFpcefmnJ,List 1,RPS,18-Mar-20,FALSE,0,0.211363636,0.741055677
R_3qUaXrhrarwi7nq,List 1,RPS,18-Mar-20,FALSE,0.002272727,0.329545455,0.430726171
R_3ikjafETLRv2rLT,List 1,RPS,18-Mar-20,FALSE,0,0.175,0.880248897
R_3M98npMS7CZaIuq,List 1,RPS,18-Mar-20,FALSE,0,0.179954442,0.791102784
R_2OJEn0WVPFcr0Gf,List 1,RPS,18-Mar-20,FALSE,0,0.304545455,0.835905825
R_1obTsD4xY2DLx6I,List 1,RPS,18-Mar-20,FALSE,0.002272727,0.086363636,0.911035652
R_1nSHxsxWKvdRIHE,List 1,RPS,18-Mar-20,TRUE,0,0.015909091,NA
R_3mgBXYYQCXkIX8B,List 1,RPS,25-Mar-20,FALSE,0.01369863,0,-0.346383929
R_2SCweFfeqyOliRj,List 1,RPS,25-Mar-20,FALSE,0.004555809,0.061503417,0.669060638
R_2rNs8OvAiz4QWWR,List 1,RPS,25-Mar-20,FALSE,0.004545455,0,0.406631006
